Input,Predicted,Actual
"Batman2 intercepts2 a2 drug2 shipment2 , provides2 Rachel2 with2 evidence2 against2 Falcone2 , and2 enlists2 Sergeant2 James2 Gordon2 , one2 of2 the2 few2 honest2 cops2 left2 in2 Gotham2 , to2 arrest2 him2 . In2 prison2 , Falcone2 meets2 with2 Dr2 . Jonathan2 Crane2 , a2 corrupt2 psychiatrist2 whom2 he2 has2 helped2 smuggle2 drugs2 into2 Gotham2 , and2 threatens2 to2 reveal2 his2 complicity2 if2 he2 does2 not2 declare2 him2 mentally2 unfit2 for2 trial2 . Crane2 puts2 on2 a2 scarecrow2 mask2 and2 sprays2 Falcone2 with2 a2 fear2 - inducing2 hallucinogen2 that2 drives2 him2 insane2 ( which2 causes2 Falcone2 to2 constantly2 mouth2 the2 word2 "" Scarecrow2 ""), and2 has2 him2 transferred2 to2 Arkham2 Asylum2 . While2 investigating2 "" the2 Scarecrow2 "", Batman2 is2 exposed2 to2 the2 hallucinogen2 and2 left2 incapacitated2 . He2 is2 saved2 by2 Alfred2 and2 given2 an2 antidote2 developed2 by2 Fox2 . When2 Rachel2 accuses2 Crane2 of2 corruption2 , Crane2 reveals2 that2 he2 has2 been2 pouring2 his2 fear-inducing2 drug2 into2 Gotham's2 water2 supply2 . He2 drugs2 Rachel2 with2 it2 , but2 Batman2 saves2 her2 and2 subdues2 Crane2 , who2 claims2 to2 work2 for2 Ra's2 al2 Ghul1 . Batman2 evades2 the2 police2 to2 get2 Rachel2 to2 safety2 , administers2 the2 antidote2 , and2 gives2 her2 a2 vial2 of2 it2 for2 Gordon2 and2 another2 for2 mass2 production2 . Ducard2 reappears2 at2 Bruce's2 birthday2 party2 and2 reveals2 himself2 to2 be2 the2 true2 Ra's2 al2 Ghul1 . Having2 stolen2 a2 powerful2 microwave2 emitter2 from2 Wayne2 Enterprises2 , he2 plans2 to2 vaporize2 Gotham's2 water2 supply2 , rendering2 Crane's2 drug2 airborne2 and2 causing2 mass2 hysteria2 that2 will2 destroy2 the2 city2 . He2 sets2 Wayne2 Manor2 aflame2 and2 leaves2 Bruce2 to2 die2 , but2 Alfred2 rescues2 him2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Batmain2 ek1 druag1 shipment2 ko2 accept2 karata1 hai1 , Rachel1 ko1 Falcone2 ke2 against2 saboot2 provide2 karaata1 hai1 , aur2 Sergeant2 James2 Gordon2 ko1 Gotham1 mein1 chhode1 gye1 kuchh1 imandaar1 police1 mein1 se1 ek1 ko1 arrest2 karane1 ke1 lie1 prerit2 karata1 hai1 . Jail1 mein1 , Falcone2 ek2 corrupt2 psychiatris2 Dr2 . Jonathan2 Crane2 ke1 saath1 milata1 hai1 , jise1 usane1 Gotham2 mein2 drugs2 ke2 taskai1 karane1 mein1 help2 ki1 hai1 , aur1 use1 maanasik1 roop1 se1 pareekshan1 ke1 liye1 . Crane2 ek2 scarecrow2 mask2 daalata1 hai1 aur1 ek1 bhay1 ke1 saath1 Falcone2 pe2 spray2 karta1 hai1 - use1 prerit1 karane1 vaale1 matibhram1 ko1 prerit1 karata1 hai1 ( jisase1 Falcone2 shabd2 "" Scarecrow2 "" ko1 lagaataar1 munh1 mein1 le1 jaata1 hai1 ), aur1 use2 Arkham2 Asylum2 mein2 transfer2 kara2 dita1 hai1 . "" the2 Scarecrow2 "" ki1 jaanch1 karate1 samay1 , batman1 ko2 hallucinogen2 ke2 sampark1 mein1 laaya1 jaata1 hai1 aur1 chhod1 diya1 jaata1 hai1 . Use2 Alfred2 dvaara1 bachaaya1 gaya1 hai1 aur1 Fox1 dvaara1 vikasit1 ek2 antidote2 diya1 gaya1 hai1 . Jab1 Rachel1 ne2 Crane2 par2 corruption1 ka1 aarop1 lagaaya1 , to1 Crane2 ne1 khulaasa1 kiya1 ki1 voh1 apane2 fear-inducing2 drug2 ko1 Gotham1 ke1 pani1 mein1 daal1 deta1 hai1 . Veh1 iske1 saath1 Rachel1 ko2 drugs2 deta1 hai1 , lekin1 Batman2 use1 bachaata1 hai1 aur1 Crane2 ko1 vash1 mein1 karta1 hai1 , jo1 Ra's2 al2 Ghul1 ke1 lie1 kaam1 karne1 ka1 daava1 karata1 hai1 . Batman2 police2 ko1 Rachel1 ko1 suraksha1 ke1 lie1 vikasit2 karata1 hai1 , antidote2 ka2 prashaasan1 karata1 hai1 , Aur1 use1 Gordo2 ke1 lie1 ek1 bottle1 deta1 hai1 aur1 doosare1 ko1 bade1 paimaane1 par1 utpaadan1 ke1 lie1 . Ducard2 Bruce2 ke1 janmadin1 ke1 party1 mein1 phir1 se1 prakat1 hota1 hai1 aur1 khud1 ko1 asalee1 Ra's2 al2 Ghul1 . hone1 ka1 khulaasa1 karta1 hai1 . Wayne2 Enterprises2 se2 ek1 shaktishali2 microwave2 emitter2 chori1 hone1 ke1 baad1 , usne1 Gotham1 ke1 pani1 ke1 supply2 ko2 vaashpit1 karane1 ki1 yojana1 banaee1 , Crane2 ke2 drug2 ko1 hava1 dene1 aur1 bade1 paimaane1 par1 hysteria2 paida1 karne1 ke1 kaaran1 jo1 shahar1 ko1 nasht1 kar1 dega1 . vah2 Wayne2 Manor2 ka1 naam1 taye1 karta1 hai1 aur1 Bruce1 ko1 marne1 ke1 lie1 chhod1 deta1 hai1 , lekin1 Alfred2 use2 bacha1 leta1 hai1"
"so2 he2 starts2 out2 as2 illegal2 , then2 moves2 up2 in2 the2 world2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","tho1 voh1 illegal1 se2 startout2 kiya1 , aur1 world1 me2 movesup2"
Do1 you2 have2 a2 favorite2 character2 .,"mujhe1 , hai1 <unk> hai1",kya1 tumhara1 favorite2 character2 hai1 .
We2 should2 check2 it2 out2 then2 .,"mujhe1 , <unk> <unk> hai1 hai1",HUMKO1 CHECK1 KARNA1 CHAHIYE1
Exactly2 .,<unk>,Exactly2
Hello1 . I2 like2 it2 . It's2 very2 interesting2 and2 hilarious2 to2 me2 seeing2 Joe2 Pesci2 in2 a2 movie2 like2 this2 since2 I2 know2 him2 form2 the2 more2 serious2 movies2 he2 did2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Hello1 . Mujhe1 acchi1 lagi1 . Mujhe1 Joe2 Pesci2 ko1 aisi1 interesting1 aur2 hilarious2 movie2 me1 dekh1 ke1 accha1 laga1 kyuki1 maine1 unhe1 jyadatar1 serious1 movies2 me1 hi1 dekha1 hai1 .
Well2 since2 it's2 so2 new2 they2 may2 have2 not2 made2 one2 yet2 . But2 since2 it2 had2 such2 great2 reviews2 I'm2 sure2 they2 will2 ! I1,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",khair1 choonki1 yah1 bahut1 naya1 hai1 isalie1 unhonne1 abhee1 tak1 ek1 nahin1 banaaya1 hai1 . lekin1 jab1 se1 yah1 is1 tarah1 ke1 mahaan1 sameekshaen1 tha1 mujhe1 yakeen1 hai1 ki1 ve1 karenge1 ! main1
I2 hope2 you2 enjoy2 it2 as2 much2 as2 I2 did2 !,"muje1 , hai1 <unk> <unk> <unk> hai1 <unk> hai1 .",MUJHE1 VISHWAS1 HAI1 MERE1 JAISA1 AAP1 KO1 BHI1 MAZA1 AAYA1 HOGA1
Typically2 no2 since2 i2 generally2 like2 to2 watch2 anime2 . But2 if2 the2 franchise2 is2 one2 i2 watched2 when2 i2 was2 a2 kid2 . Then2 I2 usually2 will2 make2 a2 effort2 to2 see2 it2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","typically2 nahi1 yar1 , kyon1 ki1 muje1 anime1 ko1 dekhna1 pasand1 hein1 ., jab1 mein1 kid1 tha1 , jab1 franchise2 kar1 letha1 . baaki1 tho1 mein2 effort2 kartha1 usse1 dekhne1 pe1"
Yeah1 .. but2 previous2 super2 hero1 acting2 is2 very2 well2 and2 adorable2 ..,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Haan1 lekin1 pichhale1 super1 hero1 ka1 acting1 bahut1 achchha1 aur1 manamohak1 hai1 ..
"Have2 you2 watched2 Blindside2 ? You2 should2 totally2 watch2 it2 , it's2 a2 truly2 empowering2 movie2 about2 the2 struggles2 of2 a2 football2 player2 growing2 up2 into2 becoming2 a2 professional2 athlete2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Tumne1 blindside1 deekha1 hai1 ? Tumhe1 vo1 deekhna1 chaiye1 , vo2 empowering2 movie2 hai1 ek1 football1 khiladi1 ke1 professional2 banne2 tak1 ke1 ."
thats2 cool2 ! Anna2 reminds2 me2 of2 my2 girls2 - they2 are2 red-heads2 too2,"<unk> , hai1",thats2 cool2 ! Anna1 mujhe1 meri1 ladkiyon1 ki1 yaad1 dilati1 hai1 - wo1 bhi2 red-heads2 hain2
"Hmm1 , no1 .","<unk> , hai1 hai1","hmm1 , nahi1"
"Yeah1 , I2 think2 so2 . But2 Dicaprio2 is2 not2 for2 comedy2 movie2 , in2 my2 opinion2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Ha1 , me1 socha1 hu1 . mere2 opinion2 me2 Dicaprio2 comedy2 movie1 nahi1 he1"
Bye1,<unk>,Alavida1
It2 does2 sound2 pretty2 interesting2 and2 I2 can2 see2 the2 reviews2 are2 pretty2 high2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",ye1 tho1 pretty2 interest2 lag1 raha1 hi1 aour2 mene1 dekha1 hi1 ki2 riviews2 tho2 pretty1 jyada1 hi1 .
MAY1 BE1 That1 was2 the2 reason2 for2 the2 film's2 success2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",isliye1 us1 film1 ka1 success2 ho1 saktha1 hein1
hello1,hello1,"hello1 , namaste1"
"There's2 some2 dark2 comedy2 involved2 . At2 one2 point2 , one2 of2 the2 Mean2 Girls2 is2 struck2 by2 a2 bus2 . So1 more1 date2 night2 than2 family2 one2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Thodi1 dark2 comedy2 involved2 hai2 . Ek2 point2 me1 Mean1 Girls2 me1 se1 ek1 ko1 bus1 thok1 deti1 hai1 . To2 family2 night2 se1 jyada1 Date1 night2 k1 liye1 hai1 .
yes1,<unk>,haan1
yeah1 i1 was2 just2 checking2 that2 out2 - maybe2 it's2 not2 that2 good2,"haan1 , hai1 hai1",haan1 main1 isey1 just1 check2 out2 kar1 raha1 tha1 - shayad1 ye1 itni1 achi1 nahi1 hai1
I2 mean2 black2 comedy2 .,"mujhe1 , hai1 hai1",Mera1 matlab1 tha1 black2 comedy2 .
Hi1,<unk>,Hi1
I2 believe2 so2 it2 is2 in2 the2 last2 scene2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",I2 believe2 so1 ye1 last2 scene2 me1 ha1 na1
Would2 you2 recommend2 this2 movie2 ?,"muje1 , hai1 <unk> hai1 hai1",kya1 tum1 is2 movie1 ki1 sifarish1 karoge1
I2 suppose2 you2 have2 a2 point2 . I2 just2 think2 she2 was2 more2 independent2 of2 the2 average2 woman2 portrayed2 in2 films2 as2 she2 didn't2 cling2 on2 to2 Sebastian2 when2 things2 didn't2 work2 out2 for2 her2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",aapke1 pas1 point2 hai1 . Mujhe1 lagta1 hai1 wo1 films2 mein2 portray2 ki1 jaane1 wali1 average2 woman2 se1 zyada1 independent2 thu1 kyunki1 jab1 uska1 kaam1 sahi1 nahi1 bana1 to1 usne1 Sebastian1 ko2 cling1 nahi1 kia1 .
Mostly2 just2 for2 hogging2 that2 driftwood2 in2 Titanic2 ;)2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mostly2 driftwood2 ke2 hogging2 ke1 liye1 Titanic1 mein1 :)2
"Yes1 , I2 didn't2 realize2 Russell2 Brand2 was2 in2 it2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","haan1 , muje1 ab1 bhi1 relaize1 nahi1 hota1 ki1 russell2 brand2 in2 mein1 hein1"
What2 is2 the2 name2 of2 the2 movie2 ?,"<unk> , hai1 hai1 hai1",s2 movie1 ka1 naam1 kya1 hai1 ?
"John2 travels2 to2 little2 Russia2 where2 Viggo2 has2 a2 church2 front2 . He2 destroys2 the2 cache2 of2 money2 and2 blackmail2 making2 material2 ,","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",John2 little2 Russia2 jaata1 hai1 jahan1 Viggo1 ke1 paas1 church2 front2 hai1 . Wahan1 par1 wo1 money1 ka1 cache1 aur2 blackmail2 banane1 wala1 samaan1 destroy1 kar1 deta1 hai1 .
so2 maybe2 just2 an2 advantage2 not2 cheating2,"muje1 , <unk> <unk> <unk> hai1",to1 sayad1 wo1 advantage2 ho2 cheating1 nahi1
I2 like2 the2 vintage2 look2 in2 the2 first2 scenes2,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1",muje1 vintage2 look2 pasand1 hein1 us2 first2 scene2 mein1
"It2 might2 have2 , have2 to2 check2 google2","muje1 , <unk> <unk> <unk> hai1","Te1 hoi1 sake1 che1 , google1 pe1 check1 karna1 hoga1"
"I2 think2 the2 new2 scene2 , where2 Mia2 decides2 to2 write2 a2 one-woman2 play2 sounds2 cool2","mujhe1 , hai1 <unk> hai1","mujhe1 lagta1 hai1 new2 scene1 , jaha1 Mia1 ek1 decide1 kiya2 one-woman2 play2 write2 karne1 ka1 sunkar1 accha1 laga1"
"cool2 , this2 definitely2 helped2 me2 out2 . oh1 hey1 is2 this2 a2 disney2 movie2 or2 who2 is2 it2 made2 by2 ?","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","cool1 , ye1 definitely2 mujhe1 help2 karta1 hai1 . oh1 kya1 ye1 disney1 movie1 hai1 ya1 ye1 kisne1 banayi1 hai1 ?"
Do1 they2 realize2 they2 forgot2 him2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",kya1 umhe1 realize2 hua1 ki1 ve1 usi1 bhul1 gaye1 he1 ?
with2 relatively2 seamless2 CGI2,"haan1 , hai1 hai1",yeh1 tho1 seamless2 CGI2 se2 relate2 hota1
Yes1 and2 i1 see1 it2 sasy2 that2 it2 is2 in2 between2 man2 of2 steel2 and2 dark2 night2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",han1 aur1 mujhe1 ye1 sasy1 laga1 ki1 ye1 man2 of2 steel2 aur1 dark1 night2 ke1 beech1 mein1 hai1
Yes1 . They2 kill2 the2 Shark2 and2 get2 to2 relax2 and2 be2 happy2 in2 the2 end2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ha1 . ve2 shark2 ko2 kill1 karte1 he1 end1 me1 , relax1 aur1 happy2 rahne1 ke1 liye1"
"Maybe1 but2 critics2 said2 it2 was2 an2 impeccably2 acted2 film2 , you2 should2 see2 it2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","maybe2 , critics2 ko2 impeccably2 acted2 film2 hein1 , jo1 aap1 dekhta1"
Is1 it2 better2 than2 Saving2 Private2 Ryan2 ?,"muje1 , hai1 <unk> hai1 hai1",Kya1 ye1 Saving2 Private2 Ryan2 se2 better1 hai1 ?
Thank2 you2 ! Nice2 talking2 to2 you2 !,"muje1 , hai1 <unk> hai1 hai1 hai1",danyavad1 ! aap1 se1 bat1 karne1 ke1 liye1 !
yea1,<unk>,haan1
"Yes1 , I1 think2 it2 did2 , it2 was2 a2 great2 movie2 . What2 do2 you2 think2 of2 Robert2 Downey2 Jr2 in2 that2 role2 ?","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Haan1 , mujhe1 yahi1 lagta1 hai1 , bahut1 badhiya1 movie2 thi1 . Tum1 us1 role1 me1 Robert2 Downey2 Jr2 . ke1 bare1 me1 kya1 sochte1 ho1 ?"
I2 really1 like2 the2 scene2 with2 the2 Trolls2 . The2 ending2 also2 gets2 me2 every2 time2 when2 Elsa2 saves2 Anna2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","muje1 toh1 uska1 trolls2 bahut1 pasand1 hein1 . Ending1 toh1 muje1 bahut1 pasand1 hein1 , Jab1 Elsa1 Anna1 ko1 bachaya1 hein1 ."
The2 lack2 of2 intellectual2 development2 for2 the2 main2 characters2 was2 my2 problem2 . Especially2 concerning2 Lex2 Luthor2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",are2 main2 characters2 ka2 intellectual2 development2 mein1 hi1 kuch1 problem1 hein1 yar1 ... especially2 us2 lex2 luthor2 ko1
"I2 don't2 totally2 trust2 critics2 , they2 give2 biased2 reviews2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Main2 critics2 par1 poori1 tarah1 bharosa1 nahin1 karta1 , woh1 biased2 reviews2 dete2 hain1"
I2 wonder2 if2 it's2 on2 Netflix2,"muje1 , <unk> <unk> <unk> hai1 hai1",MUJE1 LAGTHA1 HEIN1 KI1 YEH1 NETFLIX2 MEIN1 HEIN1
"Yes2 , the2 editor2 Katharine2 Graham2 knew2 that2 she2 had2 to2 decide2 whether2 to2 publish2 or2 not2 , if2 she2 did2 , she2 could2 be2 charged2 with2 contempt2 of2 the2 court2 and2 if2 she2 published2 , she2 would2 establish2 the2 washington2 post2 as2 a2 very2 importan2 journalistic2 institution2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Han2 , editor2 Katharine2 Graham2 ko1 pata1 tha1 ki1 usey1 decide2 karna1 padega1 ki1 isey1 publish2 karein1 ya1 nahi1 , agar1 wo1 karegi1 , wo1 contempt2 of2 the2 court2 ke1 liye1 charge1 ho1 sakti1 hai1 aur1 agar1 wo1 publish2 karegi1 , to1 wo2 washington2 post2 ko1 importan2 joturnalistic2 institution2 ki2 tarah2 establish2 karta2 hai1 ."
Good2 for2 them2 !,"<unk> , hai1 hai1",Accha1 hai1 for2 them2 !
would2 you2 consider2 it2 to2 be2 a2 comedy2 ?,"mujhe1 , hai1 hai1 hai1",Kya1 tum1 ise1 comedy1 ki1 samjh1 skte1 ho1 ?
Did2 people2 know2 that2 they2 were2 super2 heroes2 ?,"muje1 , hai1 <unk> <unk> hai1 hai1 hai1",Kya1 logon1 ko1 pata1 tha1 that2 they2 were2 super2 heroes2 ?
Do1 you2 have2 the2 document2 ?,"mujhe1 , hai1 hai1 hai1",Kya1 tumhare1 paas1 document2 hai2 ?
"I2 agree2 , there2 are2 quite2 a2 few2 great2 actors2 in2 Batman2 Begins2 . I2 like2 Liam2 Neeson2 too2 , even2 though2 he2 is2 one2 of2 the2 villains2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ha1 , bahut1 sara1 great2 actors2 hi1 Batman2 Begins2 me2 . mene1 like1 karungi1 Liam2 Neeson2 tho1 bi1 , vo1 tho1 eek1 villain2 be1 hi1 ."
anyways2 .. nice2 chatting2 with1 u1,"mujhe1 , hai1 <unk> hai1 hai1",Kher1 .... tumse1 baar1 krke1 achha1 lga1
I2 did2 see2 it2 when2 it2 was2 released2 .,"muje1 , <unk> <unk> <unk> <unk> hai1",Maine1 tab1 dekhi1 thi1 jab1 ye1 release1 huyi1 thi1
"Ok1 , so1 I2 am2 looking2 for2 Robert2 Downey2 Jr2 . ' s2 role2 and2 who2 played2 Hawkeye2 . Do1 you1 know1 ?","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Ok1 , so1 I2 am2 looking2 for2 Robert2 Downey2 Jr2 . ' s2 role2 and2 who2 played2 Hawkeye2 . Aap1 jaante1 hain1 kya1 ??"
the2 ending2 is2 great2,"<unk> , hai1 hai1",ant1 mahaan1 hai1
What2 is2 the2 name2 of2 the2 main2 character2 ?,"<unk> , hai1 hai1 hai1",main2 character2 ka1 naam1 kya1 hai1 ?
"It's2 hinted2 at2 , but2 it's2 implied2 it's2 a2 mantle2 that's2 passed2 down2 for2 a2 more2 realistic2 take2","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","iska1 hint1 to1 diya1 hai1 , par1 ye1 implie1 kiya1 gaya1 hai1 ki1 wo1 sirf1 mantle1 hai1 jo1 passed2 down2 hota2 , realistic2 karne1 ke1 liye1"
Oh1,<unk>,Oh1
have2 you2 watched2 la2 la1 land2 before2 ?,"mujhe1 , hai1 hai1 hai1",Kya1 tune1 la1 la1 land1 pehle1 dekhi1 hai1 ?
Hugh2 Jackman2,<unk> <unk>,hugh2 jackman2
Ofcourse2 it2 is2 Tony2,"haan1 , hai1 hai1",nishchit1 roop1 se1 wo1 Tony1 hai1
I2 did2 know2 Frank2 had2 it2 in2 him2 to2 teach2 .,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk>","I2 did2 know2 , Frank2 wanha2 use1 Teach1 karne1 ke1 liye1 tha1"
He2 is2 a2 phenomenal2 actor2 .,"mujhe1 , hai1 hai1",voh1 phenomenal2 actor2 hein1
Lex2 L2 uthor2 was2 the2 worse2 villain2 ever2,"muje1 , <unk> <unk> <unk> hai1",lex2 luthor2 tho1 worse2 villain2 hein1 yar1
"They2 were2 , with2 some2 surprises2 like2 Harry2 Styles2 making2 the2 cast2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","han1 wo1 they1 , saath1 mein1 Harry2 Styles2 jaise1 ka1 cast2 mein1 hona1 surprise2 tha2"
"Michael2 gets2 into2 a2 fight2 with2 people2 back2 home2 , because2 that2 make2 sexual2 jokes2 about2 his2 new2 mom2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Michael2 back2 home2 ke1 logon1 ke1 sath1 fight1 mein1 pad1 jaata1 hai1 , kyunki1 wo1 uski1 new2 mom2 ke1 baare1 mein2 sexual2 jokes2 banate1 hain1"
would2 you2 say2 that2 was2 the2 low2 point2 in2 the2 movie2 ?,"muje1 , hai1 <unk> hai1 <unk> hai1 hai1",Kya1 tum1 maante1 ho1 ki1 wo1 kahani1 ka1 low2 point2 tha2 ?
"So2 it2 probably2 won't2 get2 any2 awards2 , but2 should2 have2 done2 well2 enough2 at2 the2 box2 office2","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","So2 Probably2 isko1 koi1 award1 nahi1 mila1 , but2 box2 office2 par2 isko1 badhiya1 karna1 tha1"
I2 actually2 have2 not2 ... but2 I've2 heard2 let2 it2 go2 too2 many2 times2 for2 comfort2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",actually2 main1 nahi1 dekhi1 hai1 ... but1 maine2 comfort2 ke1 liye1 kar1 baar1 bhi1 nahi1 dekh1 paya1 .
"Yeah1 , he2 certainly2 excelled2 in2 it2 . I2 think2 he2 was2 able2 to2 apply2 his2 protective2 qualities2 in2 his2 personality2 to2 football2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Haan1 , usne1 bahut1 hi1 achcha1 pradarshan1 kiya1 . Mujhe1 lagta1 hai1 usne1 apne1 personality2 ke2 protective2 qualities2 to2 football2 mein1 dikhaya1 ."
"I2 really2 enjoy2 Randy2 Newman's2 music2 on2 this2 , the2 Toy2 Story2 movies2 , and2 Finding2 Nemo2 / Dory2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",muje1 randy2 newman's2 ka2 sangeet1 uspe1 acha1 lagga2 toy2 stories2 aur2 finding2 nemo2 / dory2
I2 agree2,"<unk> , hai1",i1 agree2
Or1 do1 they2 work2 together2 ?,"muje1 , hai1 <unk> hai1",Aur1 kya1 ve1 ek1 saath1 kaam1 karte1 hai1 ?
