Input,Predicted,Actual
"Aur1 , $10,000 ka1 reward2 bohot1 kam1 hai1 life2 risk1 karne1 ke1 liye1 .","i2 , , it2 the2 , . . . . . . . .","Plus2 , the2 reward2 of2 only2 $10,000 seems2 pretty2 low2 to2 risk2 lives2 ."
"hello1 , kaise1 ho1 aap1 ? kya1 aapko1 Iron1 man2 movie2 pasand1 hein1 ?",what2 you2 you2 the2 of2 the2 the2 the2 the2 the2 ? ?,Hello1 how1 are1 you1 ? How2 did2 you2 like2 the2 movie2 Iron2 Man2 ?
kya1 hai1,what2 .,What2 is2 it2 ?
"Mujhe1 bhi1 aisa1 lagega1 k1 I2 failed2 someone2 agar1 maine1 unhe1 marne1 diya1 . haha1 , mujhe1 dhool1 ka1 mysterious2 levitate2 karna1 accha1 laga1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . .",I2 would2 feel2 like2 if2 I2 failed2 someone2 if2 I2 let2 them2 die2 too1 . Haha1 . I2 like2 the2 mysterious2 dirt2 levitating2 though2
muje1 toh1 sad1 laga1 jab1 uska1 parents2 sea2 mein1 mar1 gaye1 the1 .,"i2 , it2 the2 the2 , . , the2 the2 . . . .",i2 thought2 it2 was2 sad2 when2 the2 parents2 died2 at2 sea2
Ha1,bruce2 .,yeah1
Oh1 thik1 hai1,i2 .,Oh1 okay1
"No1 , mujhe1 lagta1 hai1 ki1 wo1 scare2 crow2 tha1","i2 , , it2 the2 . . . . . .",no1 i1 think2 it2 was2 scare2 crow2
Mujhe1 laga1 woh1 uski1 best2 film2 thi1 .,"i2 , , it2 the2 . . . .",I2 thought2 it2 was2 his2 best2 film2 .
"Haan1 , vo1 kuchh1 bahut1 hee1 high2 ratings2 hain1","i2 , , it2 . <unk> .",Yeah1 those2 are2 some2 very2 high2 ratings2
tabtak1 uski1 daughter1 kisi1 aur1 se1 engage2 ho1 jati1 hai1,"i2 , , it2 the2 . . .","by2 then2 , her2 daughter2 had2 gotten2 engaged2 to2 someone2 else2"
shaayad1 5mins2,i2 .,maybe2 5mins2
Han1 . Mujhe1 vaastav1 mein1 un2 scenes2 ko1 dekhna1 pasand1 tha1 jahaan1 batman1 superman1 ko1 vash1 mein1 karne1 ke1 arrangements2 karta1 hai1 .,"i2 , it2 the2 the2 , , , , the2 , the2 . the2 . . . . . . . . .",I2 did2 . I2 really2 liked2 seeing2 the2 scenes2 where2 batman2 manages2 to2 subdue2 the2 superman2 .
Ye2 definitely2 ek1 acchi1 coming2 of2 age2 movie1 hai1 . Dragon2 ko1 maar1 ke1 ladke1 ko1 mard1 banna1 hai1 but1 wo2 dragon2 ka2 friend1 ban1 jata1 hai1 aur1 usse1 maarna1 nahi1 chahta1 hai1 .,"i2 , it2 the2 the2 , . the2 , , the2 , the2 , . the2 . the2 . . . . . . . . . . . . . . . .","It's2 definitely2 a2 good2 coming2 of2 age2 movie2 . The2 boy2 has2 to2 become2 a2 man2 by2 killing2 a2 dragon2 , but2 he2 becomes2 friends2 with2 the2 dragon2 and2 doesnt2 want2 to2 kill2 it2"
muje1 sequel2 ke1 baare1 mein1 tho1 kuch1 patha1 nahi1 .. is2 movie2 1990 mein1 aaya1 jo1 ab1 old2 hein2,"i2 , , it2 the2 , , , , the2 , . . . . . . .",I2 don't2 see2 anything2 about2 a2 sequel2 . The2 movie2 came2 out2 in2 1990 so2 it's2 pretty2 old2 now2 .
2011,bruce2 bruce2,2011
"Awesome1 , mene1 dekungi1 iss1 ke1 bare1 me1 !","i2 , . the2 .","Awesome2 , I'll2 look2 it2 up2 !"
yes1,bruce2 .,yes1
kya1 tum1 abhi1 tak1 vaha1 ho1 ?,"what2 , a2 the2",are1 you2 still2 there2 ?
aapko1 bhi1,i2 .,than2 to2 you2
mein1 tho1 kahi1 baar1 twilight2 zone2 mrathons2 dekha1 hoon1,"i2 , , it2 the2 . . . . .",I2 watch2 the2 Twilight2 Zone2 mrathons2 on2 Syfy2 all2 the2 time2
"haan1 .. first1 movie2 ne1 yek1 facet2 world2 diya1 hein1 , second2 tho2 larger2 degree2 ko1 diya1 hein1","i2 , , it2 the2 , , , , , the2 , the2 . . . . . .","Yes1 . The2 first2 movie2 only2 gave2 one2 facet2 of2 the2 world2 , while2 the2 second2 developed2 the2 setting2 to2 a2 much2 larger2 degree2 ."
Hey1 !,i2 .,Hey1 !
probably2 hum2 is2 conversationko2 finish2 karne1 chahiye1,"i2 , . .",probably2 we2 can2 finish2 our2 conversation2 ...
yah1 dekh1 ke1 achcha1 laga1 ki1 John2 Leguizamo2 ne2 ek1 chhota1 mota1 comeback2 kiya1 hai1,"i2 , , it2 the2 , . , . the2 . . . . .",It2 was2 nice2 to2 see2 John2 Leguizamo2 make2 a2 little2 bit2 of2 a2 comeback2 .
Haan1 wo1 ek1 badhiya1 character2 thi1,"i2 , . it2 .",yeah1 she2 was2 a2 great2 character2 !
"casting2 ne2 help2 kia2 movie1 ko1 incredible2 banane1 ke1 liye1 , charisma1 aur1 chemistry1 ke1 andar1 character2 dikhta1 hai1 . jo1 scene2 jahan1 steve2 ne2 bomber2 ko1 hijack2 kiya1 acchi1 tarah1 dikhta1 hai1 .","i2 , , it2 the2 , . . . the2 . . . . . . . . . . . . . . . . . .","The2 casting2 helped2 make2 the2 movie2 incredible2 , the2 charisma2 and2 chemistry2 between2 every2 character2 showed2 . The2 scene2 where2 Steve2 hijacked2 the2 bomber2 showed2 that2 very2 well2 I2 think2 ."
fir1 donon1 compare2 karthe1 karthe1 crazy2 hote1 aur1 mark2 zuckerburg2 tak1 pahun1 jaathe1,"i2 , , it2 the2 , . . . . . . .",Then2 he2 tops2 off2 the2 crazy2 part2 by2 comparing2 him2 to2 Mark2 Zuckerburg2 .
"anyways2 , yeh1 trash1 movies2 hein1","i2 , . <unk>",Anyways2 sounds2 like2 a2 trash2 movie2
hahahaha1,bruce2 .,hahahaha1
here2,i2 .,here2
Maine1 kabhi1 black2 diamond2 nahi1 dekhi1 kya1 usme1 bhi1 Leonardo2 DiCaprio2 star2 hai1,"i2 , , it2 the2 , . . . . . .",I2 have2 never2 seen2 black2 diamond2 does2 that2 also2 star2 Leonardo2 DiCaprio2
"Yes1 , aisa1 lagta1 hai1 ki1 Michael2 Other2 ko1 bahut1 hardship2 experience2 ho1 rahi1 hogi1","i2 , , it2 the2 , . , . the2 . . . . .","Yes1 , it2 looks2 like2 Michael2 Oher2 experience2 a2 lot2 of2 hardship2 growing2 up2 ."
mera1 bhi1 pasandeeda1 nahi1 hai1,"i2 , . .",not2 my2 favorite2 either2
ye1 movie1 mujhe1 dekhne1 me1 pasand1 aayi1,"i2 , . it2 .",i2 would2 love2 to2 watch2 this2 movie2
"Haan1 , kuch1 had1 tak1 mujhe1 laga1 ki1 us2 direction2 mein1 ja1 raha1 hai1 . Kaafi1 had1 tak1 damage2 to2 ho1 chuka1 hai1 .","i2 , , it2 the2 , . . , . the2 . . . . . . . . .",it2 seems2 to2 be2 in2 that2 direction2 to2 some2 point2 already2 . a2 lot2 of2 damage2 has2 been2 done2 though2
"however2 , romantic2 scenes2 tho2 dhoda1 odd1 hi1 hoti1 muje1","i2 , , it2 the2 . . . .",however2 the2 romantic2 scenes2 were2 definitely2 a2 bit1 odd2 to2 me1
Hollywood1 ke1 sare1 newspaper2 uski1 badi1 badi1 karte1 dikhai1 dete1 hain1,"i2 , , it2 the2 . <unk> . .",All2 of2 the2 Hollywood2 rags2 seemed2 to2 speak2 highly2 of2 it2 .
muje1 padna1 padega1 puri2 information2 jo1 wo1 de2 rhe1 hai1 aur1 tab1 btaunga1 iske1 liye1 kuch1 seconds2 lagenge1 muje1 likhne1 mai1,"i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . <unk> . . . .","I2 have2 to2 read2 the2 info2 they2 are2 providing2 and2 then2 tell1 you2 information2 about2 it2 , so2 it2 takes2 a2 few2 seconds2 for2 me2 to2 write2"
"end2 tho2 funny2 hein2 , jab1 andy1 ko2 newest2 gift2 mila1","i2 , , it2 the2 , , the2 . the2 . .",The2 end2 is2 funny2 when2 Andy's2 newest2 gift2 worries2 the2 toys2 .
kon1 he1 isme1 ? kya1 ye1 ek1 animated2 movie2 he2 ?,what2 you2 you2 the2 of2 the2 the2 the2 ? ?,Who2 is2 in2 it2 ? Is1 it2 an2 animated2 movie2 ?
shaayad1 agar1 vahaan1 shaark1 the2,"i2 , . .",maybe2 if2 there2 were2 sharks2
"acha1 , muje1 portray2 stories2 pasand2 hein1 jaise1 vietnam2 war2 . in2 fact2 , next2 month2 tho2 mein1 maya1 lin2 se1 milne1 vala1 tha1 mein1 uska1 war2 memorial2 ka1 kaam1 designing2","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . . . . . . .",Oh1 I1 like2 things2 that2 portray2 stories2 about2 the2 Vietnam2 War2 . In2 fact2 I2 am2 going2 to2 see2 Maya1 Lin2 Speak2 next2 month2 about2 her2 work2 designing2 the2 war2 memorial2 .
hi1,bruce2 can2,Hi1
yeh1 fairy1 tale1 hi1 hey1,"i2 , . the2 .",It2 is2 a2 fairy2 tale1
excitement2 maine2 lagbhag1 wrap2 up1 kar1 diya1,"i2 , . the2 . . . .",Kind2 of2 wrapped2 up2 in2 the2 excitement2
3 saal1 se1 kuch1 nahi1,"i2 , . . .",3 years2 was2 nothing2 .
The2 Plastics2,i2 .,The2 Plastics2
yah1 correct1 hai1,i2 .,That's2 correct2
"ye1 all2 star2 cast2 of2 Jim2 Carrey2 , Jennifer2 Aniston2 , Morgan2 Freeman2 , Lisa2 Ann2 Walker2 aur2 Phillip2 Baker2 Hall2 ko2 feature2 karti1 hai1","i2 , it2 the2 the2 , , , , , the2 , the2 , . the2 . the2 . . . . . . . .","It2 features2 an2 all2 star2 cast2 of2 Jim2 Carrey2 , Jennifer2 Aniston2 , Morgan2 Freeman2 , Lisa2 Ann2 Walker2 and2 Phillip2 Baker2 Hall2 ."
then1 kya1 hota1 hai1,"i2 ,",then2 what2 happens2
Dang1 ! Crazy2 Batman2 superman1 ko1 hara1 deta1 hai1 . Kya1 wo1 bas1 ek1 millionaire2 nahi1 juske1 pas1 bhut1 fancy2 gadget2 hai1 . Superman2 k1 paas1 at2 least2 real2 super2 powers2 hai1 . Koi1 bhi1 sochega1 k1 wo1 superman1 jeetega1 . Kya1 Batman2 k1 paas2 kryptonite2 ya2 kuch1 tha1 ?,"i2 , , it2 the2 , , , , the2 , . the2 . . . . . . . . . . . . . . . . . . . . . . . . <unk> . <unk> . .",Dang1 ! Crazy2 that2 Batman2 has2 Superman2 beat2 ! Isn't2 Batman2 just2 a2 millionaire2 with2 a2 lot2 of2 fancy2 gadgets2 ? Superman2 at2 least2 has2 real2 super2 powers2 . You2 would2 think2 that2 would2 give2 him2 a2 one-up2 . Did2 Batman2 have2 kryptonite2 or2 something2 ?
ye1 achi2 movie1 hai1 . tumhe1 ye1 kabhi1 dekhni1 chahiye1 . main1 character2 Jesse2 Eisenberg2 Mark2 Zuckerberg2 play2 karta1 hai1 jo1 Facebook1 ka2 founder2 hai1,"i2 , , it2 the2 , . . . the2 . . . . . . . . . .","It2 is2 a2 great2 movie2 , You2 should2 watch2 it2 sometime2 . The2 main2 character2 Jesse2 Eisenberg2 plays2 Mark2 Zuckerberg2 who2 is2 the2 founder2 of2 Facebook2 ."
agar1 voh1 sequel2 hota1,"i2 , .",I2 wonder2 if2 there2 will2 be2 a2 sequel2
"Batman1 mujhe1 pta1 hai1 , humble2 tha2","i2 , . the2 . . . .","Batman2 I2 know2 , was2 humble2"
iske2 reviews2 bhi1 kafi1 ache1 hain1,"i2 , . the2 . .",It2 got2 pretty2 good2 reviews2 too2
jaisi1 ki1 main2 plot2 kiske1 baare1 mein1 hai1,"i2 , . the2 .",like2 what2 the2 main2 plot2 is2 about2
Gal2 gadot2 ek2 wonder2 woman2 he1 kya1 sochte1 ho1 ?,"it2 , a2 the2 a2 the2 .",What2 do2 you2 think2 of2 Gal2 Gadot2 as2 Wonder2 Woman2 ?
hi1,bruce2 can2,hi1
"kya1 tumne1 movie1 ko1 3d2 me1 dekha1 hai1 , wo1 bahut1 acchhi1 hai1","the2 , is2 the2 of2 the2 the2 . the2 .",did2 you1 see2 the2 movie2 in2 3d2 it2 was2 really2 good2
"nahi1 muje1 kuch1 nahi1 patha1 , yeh1 tho1 heart1 touching2 story2 hein1 aur1 aapko1 rula1 dega1 . muje1 tho1 bahut1 rulaya1 /. alle1 jab2 alzheimer2 hothe2 aur1 usko1 kuch1 yaad1 nahi1 aatha1 lekin1 voh1 usko1 daily2 visit2 karthi1 aur1 dono1 mar1 jaathe1","i2 , it2 the2 the2 , . the2 , the2 , the2 , the2 , . the2 , . <unk> , . . . . . , . , . , , . , . <unk> . . . . . .",not2 at2 all2 but2 that2 is2 for2 me2 . it2 is2 heart2 touching2 and2 will2 make2 you1 cry2 . if2 made2 me2 cry2 . Allie2 got2 Alzheimer2 and2 she2 doesn't2 remember2 Noah2 but2 he2 still2 visits2 her2 everyday2 and2 they2 died2 together2
Kis1 tarah1 ka1 antics2 do2 they2 do2 ?,"it2 , a2 the2 a2",what2 kind2 of2 antics2 do2 they2 do2 ?
DEFINITLY1,bruce2 .,definitly2
haan1,i2 .,Yeah1
"UNKO1 HONA1 CHAHIYE1 , VAH1 EK1 CLASSIC1 THA1","i2 , , it2 . <unk> .","they2 should2 have2 it2 , again2 it2 is2 a2 classic2"
yeah1 mujhe1 lagta1 hai1 ki1 Dicaprio1 mahan2 the2 . But1 mujhe1 lagta1 hai1 ki1 Tom2 Hanks2 ne2 movie1 ko1 super2 good2 bana1 diya1 .,"i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . . . . . . . . . .",Yeah1 I2 thought2 Dicaprio2 was2 great2 . But1 I2 think2 Tom2 Hanks2 made2 the2 movie2 super2 good2 .
"Accha1 , maine1 pahali1 baar1 5 saal1 pahale1 The1 Social2 Movie2 dekhi1 thi1 aur1 mujhe1 bahut1 maza1 aaya1 tha1 .","i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . . . . . .",Well2 I2 watched2 The2 Social2 Movie2 about2 5 years2 ago2 for2 the2 first2 time2 and2 highly2 enjoyed2 it2 .
Ohh1 itna1 tough1 tha1 kya1 ?,"what2 , a2 the2",Ohh1 so1 was2 it2 tough2 ?
Isko1 likha1 or1 nirdeshit1 kiya1 hai1 christopher2 Nolan2 ne2 .,"it2 , is2 the2 .",It2 is2 written2 and2 directed2 by2 Christopher2 Nolan2 .
"muje1 voh1 hero1 ko1 pasand1 hein1 , voh1 toh1 Elsas1 ka1 choti1 bahen1 hein1 typical2 prince2 ke1 jaise1 bilkul1 nahi1 hein1","i2 , it2 the2 the2 , . , , , the2 , the2 . the2 . . . . . . .",I2 like2 that2 the2 hero2 in2 the2 movie2 is2 Elsas2 younger2 sister2 and2 not2 the2 typical2 prince2 .
Mujhe1 sachme1 koi1 idea1 nai1 he1 .,"it2 , . it2",I2 honestly2 have2 no2 idea2 ...
"Kaho1 wo1 Dream2 works2 ne1 banaya1 he1 , jo1 adisney2 company2 he2 ?","i2 , a2 the2 a2 , <unk> . .","Says2 it2 was2 made2 by2 Dream2 Works2 , is2 that2 adisney2 company2 ?"
Badhiya1 cast2 .,i2 .,great2 cast2
bata1 nahi1 sakta1,i2 .,I2 can't2 tell2
"topic2 ke2 depend2 hein2 ... animal2 , history2 , mordern2 marvels2 ke2 tarah1 thoda1","i2 , , it2 the2 , . . . . . . .","it2 depends2 on2 the2 topic2 . animals2 yes2 , history2 yes2 , Modern2 Marvels2 not2 so2 much2"
mujhe1 Yaad1 nahi1 hai1 .,"i2 , . . .",I2 don't2 remember2 either2 .
yogy2 phrostee2 ek1 klaasik2 hai1 . lekin1 olaaph1 vaastav1 mein1 bahut1 chhota1 hai1 isalie1 phrostee2 stil2 ke1 paas1 vah1 sheershak1 hai1,"i2 , , it2 the2 , , , , , the2 , . the2 . . . . . . . .",lol2 Frosty2 is2 a2 classic2 . But1 olaf1 is2 really2 small2 so2 Frosty2 stil2 has2 that2 title2
mausam1 badi1 achhi1 hai1,"i2 , .",The2 warm2 climate2 is2 appealing2 though2
waiting2 ??,"what2 , .",waiting2 ??
pizza2 planet2 ke1 bare1 mei1 kya1 kahana1 hai1 . abhi1 kya1 confusion1 hai1 ?,what2 you2 you2 the2 of2 the2 the2 the2 the2 ? ?,"And2 what2 about2 the2 scene2 on2 Pizza2 Planet2 . What2 a2 confusion2 , right2 ?"
haan1 .. muje1 characters2 se2 familiar2 hoon1 lekin1 kuch1 actors2 ko1 nahi1 patha1 hein1,"i2 , it2 the2 the2 , , , the2 the2 . . . . .",Yes1 i1 am2 familar2 with2 the2 characters2 but2 some2 of2 the2 actors2 i2 have2 never2 heard2 of2
muje1 lagtha1 hein1 ki1 koi2 crowd2 nahi1 aayenge1 is1 film1 ko1 .. kaise1 yek1 koi1 batman1 aur1 robin1 ko1 turned2 out1 karenge1,"i2 , , it2 the2 , , , , , the2 , . the2 . . . . . . .",It2 does2 not2 crowd2 the2 film2 in2 my2 opinion2 . Unlike2 how2 it2 turned2 out2 with2 Batman2 and2 Robin2 .
maine1 to1 kabhi1 nahi1 dekha1 hai1 .,"i2 , . it2 .",I've2 never2 seen2 it2
Despicable2 me2 movie1 ka1 naam1 hai1,"i2 , . it2",Despicable2 me2 is2 the2 name2 of2 the2 movie2
"Haan1 , I1 agree2","i2 , .","Yeah1 , I2 agree2"
I2 think2 wo1 thoda1 odd1 side2 me1 hai1,"i2 , , it2 the2 . . .",I2 think2 he2 is2 a2 little2 on2 the2 odler2 side2
Wo1 ek1 2004 American2 teen2 comedy2 film1 hai1 jise1 Tina1 Fey2 ne2 write2 kiya1 hai1,"i2 , , it2 the2 , . . . . . .",It's2 a2 2004 film2 that2 is2 an2 American2 teen2 comedy2 film2 written2 by2 Tina2 Fey2
Tumhe1 tom1 hanks1 ka2 movie2 main1 kaam1 kaisa1 lga1,"i2 , , it2 the2 <unk> . .",What2 did2 you2 think2 of2 Tom2 Hanks2 ' performance2 in2 the2 movie2 ?
haan1 voh1 tho1 muje1 real2 bummer2 feel2 huva1,"i2 , , it2 the2 . . . .",T2 hat2 gave2 me2 the2 feeling2 of2 the2 real2 bummer2 .
"Oh1 , ab1 mujhe1 yaad1 aaya1 ki1 wo1 Frank2 tha2 .","i2 , , it2 the2 , . . . . . .","Oh2 , now2 I2 remember2 it2 was2 Frank2 ."
bye1,bruce2 can2,bye1
hi1,bruce2 can2,Hi1
Lagta1 hai1 ki2 high-school2 drama2 ek1 faze1 hota1 hai1,"i2 , . .","It2 makes2 high2 school2 drama2 seem2 like2 a2 "" phase2 """
Nahi2 particularly2,i2 .,Not2 particularly2
kids1 ko1 apne1 toes1 ke1 saath1 hi1 rakhna1 chahiye1,"i2 , , it2 the2 . . .",Keep1 the2 kids2 on2 their2 toes2 .
to2 change2 passtive2,i2 .,and2 I2 guess2 Hugh2 used2 to2 be2 good2 at2 robot2 fighting2 but2 then2 they2 had2 some2 problems2 and2 they2 weren't2 good2 anymore2 .
"Fir1 bhi1 film1 ko1 lekar1 kuch1 controversy1 hai1 , jaise1 kuch1 log1 upset1 hai1 facts2 ke2 misrepresentation2 aur2 chijo1 ki1 rearranging2 ko1 lekar1 jo1 story1 ko1 behtar1 bnane1 ke1 liye1 istemal1 kiya1 gya1 hai1","i2 , it2 the2 the2 , , , , , the2 , the2 , . the2 . the2 . . . . . . . . . . . . . . .","There2 is2 some2 controversy2 however2 with2 the2 film2 , like2 some2 people2 are2 upset2 due2 to2 misrepresentation2 of2 facts2 and2 rearranging2 things2 to2 make2 a2 better2 story2 ."
"Main1 aamtaur1 pe1 krta1 huin1 . Main2 Metacritic2 ka2 score2 check1 krta1 huin1 . Chunki1 yeh1 95/100 tha1 , mujhe1 lagta1 hai1 ye1 bahut1 achha1 score2 hai1 . Kya1 tumhe1 pta1 hai1 ki1 Amie2 Hammer2 ne1 do2 roles2 play2 kiye1 hai1 ?","i2 , , a2 , a2 , <unk> , . <unk> . . . . . . . . . . . . . . . . . . <unk> . .",I2 usually2 do2 . I2 normally2 check2 the2 Metacritic2 Score2 . Since2 this2 one2 was2 95/100 I2 figured2 it2 would2 be2 pretty2 good2 . Did1 you1 know2 that2 Amie2 Hammer2 played2 two2 roles2 ?
?,what2 you2,?
HAAN1 MEIN1 BHI1,i2 .,yeah1 i1 do1
"Doosre1 actors2 ke1 baare1 mein1 kya1 thoughts2 hain1 ? Main1 bhook1 gaya1 tha1 ki1 Tim2 McGraw2 bhi2 movie2 mein1 tha1 , haha1 .","it2 , is2 the2 the2 , . the2 . the2 . the2 . . . . <unk> .","Any2 thoughts2 on2 any2 of2 the2 other2 actors2 ? I2 had2 forgotten2 Tim2 McGraw2 was2 in2 the2 movie2 , haha1"
is2 movie2 tho2 worth2 watching2 hein1 lekin1 agar1 aap1 is2 book2 ko1 pehele1 pade1 tho1,"i2 , , it2 the2 , <unk> , . the2 . .",It2 is2 worth2 a2 watch2 but2 the2 book2 you2 may2 want2 to2 read2 first2 .
Hello1,bruce2 .,Hello1
I2 think2 ye1 wala1 tumne1 dekha1,"i2 , . the2 .",I2 think2 this2 is2 the2 one2 you2 saw2 .
May2 be1 tum1 daar1 jaoge1 kuki1 ye1 monster2 movie2 hai1 .,"it2 , is2 the2 of2 the2 . .","May2 be2 you2 would2 be2 afraid2 , because2 its2 a2 monster2 movie2"
halaki1 me1 batman1 mai1 Michael2 Keaton2 ka1 fan1 hu1 muje1 lgta1 hai1 ki1 koi1 or1 batman2 ka1 paly1 nhi1 ker1 payge1 jo1 michel1 keaton1 ne1 kiya1,"i2 , , it2 the2 , . , , the2 , . the2 . . . . . . . . . . .","Though2 , I2 am2 a2 Michael2 Keaton2 fan2 when2 it2 comes2 to2 Batman2 . I2 suspect2 anyone2 playing2 Batman2 who2 is2 not2 Keaton2 will2 be2 weird2 to2 me1 ."
ek2 retired2 killer2,"i2 , .",a2 retired2 killer2
Main1 sachti1 hu1 ant1 ki1 taraf1 . Mujhe1 lagta1 hai1 yeh1 jaroori1 nahi1 .,"i2 , , it2 the2 , . . . . . . . .",I2 think2 toward2 the2 end2 . I2 thought2 it2 was2 unnecessary2 .
happy2 chatting1,i2 .,happy2 chatting1
"Osne1 hero1 Olga2 fonda2 hai1 , kya1 woh1 Jane1 fonda2 / Henry2 fonda2 KI1 najdiki1 hai1","i2 , , it2 the2 , . . . the2 . . . . .","Also2 stars2 Olga2 Fonda2 , is2 she2 related2 to2 Jane2 Fonda2 / Henry2 Fonda2 ?"
konsa1 movie1 aapne1 dekha1,"the2 , .",what2 moviie2 did1 you1 see1
Wo1 kaafi1 accha1 hai1 . Craig2 Ferguson2 bhi1 hasne1 k1 liye1 hamesha1 accha1 hai1,"i2 , , it2 the2 , . . . . . .",He's2 really2 good2 . Craig2 Ferguson2 is2 always2 good2 for2 a2 chuckle2 .
me1 easa2 understand1 nahi1 karta1,"i2 , .",i1 dont1 see1
"tum1 right1 ho1 , kyunki2 scientifically2 big2 Lebowski2 aaj1 tak1 banayi1 gayi1 best2 film2 he2 . iske1 bawajood1 , Empire2 aur2 Variety2 jaisi2 magazines2 iski2 apman1 janak1 alochna1 karti1 he1 .","i2 , , it2 the2 , . . . the2 . . . . . . . . . . . . . . . .","Your2 right2 , because2 Scientifically2 The2 Big2 Lebowski2 is2 the2 best2 movie2 ever2 made2 . yet2 , magazines2 like2 empire2 and2 Variety2 pee'd2 on2 its2 rug2 ."
is2 movie2 mein1 aapko1 favorite2 character2 koun1 hein1 ?,what2 you2 you2 the2 of2 the2 ?,Which2 is2 your2 favorite2 character2 in2 the2 movie2 ?
are1 you2 here2 ?,what2 you2,are1 you2 here2 ?
Han1 uske1 pass1 bahut1 accha1 humor1 hai1 aur1 wo1 bahut1 ease1 se2 work1 karta1 hai1,"i2 , , it2 the2 , . . . . . . . .",Yes1 he2 has2 very2 good2 humor2 and2 acts2 with2 ease2
"Wo1 waise1 release2 nahi1 hoti1 hai1 , kyuki1 Batman2 Superman1 ko1 maarne1 se1 theek1 pahle1 samjh1 jata1 hai1 k1 dono1 ko2 trick2 kiya1 gaya1 hai1 . Batman2 Superman1 ki1 mom1 ko1 bachata1 hai1 aur1 superman2 kidnapper2 k2 peeche1 jata1 hai1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . . . . . . . . . . . . . . .","She2 isn't2 released2 that2 way2 , because2 Batman2 realizes2 right2 before2 he2 kills2 Superman2 that2 they2 are2 both2 being2 tricked2 . Batman2 ends2 up2 rescuing2 Superman's2 Mom2 , and2 Superman2 goes2 after2 the2 kidnapper2 ."
isake1 alaava2 visuals2 amazing2 thain2,"i2 , .",Plus2 the2 visuals2 were2 amazing2
"meje1 bhi1 veh1 ik1 parerna1 thi1 aur1 darshata1 tha1 ki1 tum1 apne1 khawab1 pure1 kar1 sakte1 ho1 , jaisa1 movie1 ne1 batae2 monster2 world2 main1 muje1 vo1 acha1 lagga1","i2 , it2 the2 the2 , , , , , , the2 , the2 , . the2 , . <unk> , . <unk> . . . . . .",Me1 too1 ! It1 was2 very2 inspiring2 and2 showed2 that2 you2 can2 accomplish2 your2 dreams2 many2 ways2 . I2 liked2 how2 the2 movie2 expanded2 on2 the2 monster2 world2 .
Kya1 usne1 Batman1 aur1 Superman1 movie1 k1 alawa1 kuch1 direct1 kiya1 hai1 ?,"it2 , is2 the2 a2 , <unk> . <unk> .",Has1 he2 directed2 anything2 else2 besides2 the2 Batman2 or2 Superman2 movies2 ?
mujhe1 forethought2 aur2 craftsmanship2 zyada2 pasand1,"i2 , . the2 . . .",I2 prefer2 more2 forethought2 and2 craftsmanship2 in2 my2 music2
haan1 isake1 prabhaavashaalee1 ve1 kaise1 ek1 aavaaj1 ke1 bina1 bhee1 ek1 vyaktitv1 ke1 bahut1 saare1 charitr1 de1 sakate1 hain1 .,"i2 , , it2 the2 , . . . the2 . . . . . . .",Yeah2 its2 impressive2 how2 they2 can2 give2 a2 character2 lots2 of2 personality2 without2 even2 having2 a2 voice2 .
"haan1 , muje1 leonardo2 dicaprio2 pasand1 hein1 .. badiya1 actor1 hein1","i2 , , it2 the2 , . . . . .","Yes1 , I1 love2 Leonardo2 Dicaprio2 . He's2 a2 great2 actor2"
Hey1 hey1 .,i2 .,Hey1 hey1 .
Hawkeye2 kisne1 khela1 ?,"i2 ,",Who2 played2 Hawkeye2 ?
chamma2 confused2 hu1,i2 .,Sorry2 confused2
thera1 kya1 soch1 hai1,"i2 ,",How2 bout2 u1
Mujhe1 bhi1 wo1 pasand1 hai1 . Mera1 favorite1 hai2 Lucy2 Wilde2,"i2 , , it2 the2 . . . .",I2 like2 him2 too2 . My2 favorite2 is2 Lucy2 Wilde2
"AMERICAN2 HISTORICAL2 THRILLER2 SE1 DESCRIBED1 KIYA1 HEIN1 , JO1 MUJE1 GUESS1 KI1 VOH1 NATURE1 KA1 PENTAGON1 PAPERS1 DIYA1 HOGA1","i2 , , it2 the2 , . . . the2 . . . . . . . .","It's2 described2 as2 an2 American2 historical2 thriller2 , which2 I2 guess2 I2 agree2 with2 , given2 the2 nature2 of2 the2 Pentagon2 Papers2 ."
acha1,bruce2 .,good2
