Batman2 vs2 Superman2 	batman2 vs2 superman2 
It's2 kind2 of2 messed2 up2 though2 . Zuckerberg2 was2 accused2 of2 stealing2 someone2 else's2 ideas2 to2 get2 started2 . 	yeh1 thoda1 messed1 up2 jaisa1 tha2 .. zuckerberg2 tho1 dusron1 ka1 idea2 steal2 kiya1 aur1 apne1 company2 startup2 kiya1 . 
Yeah1 . He2 was2 still2 in2 college2 . 	haan1 . yeh1 tho1 abhi1 bhi1 college1 mein1 hein1 
Yeah1 , too2 many2 people2 relay2 on2 fb1 now2 ! 	haan1 , jyada1 people1 fb1 mein1 hein1 ab1 
I1 know1 . It's2 fun2 but2 people2 use2 it2 a2 little2 too2 much2 . 	muje1 patha1 hein1 .. yeh1 fun1 hein1 lekin1 people2 tho1 jyada1 hi1 istamal1 karte1 
The2 movie2 doesn't2 really2 go2 into2 that2 though2 . They2 need2 to2 do2 a2 sequel2 that2 talks2 about2 how2 FB2 has2 affected2 society2 . 	is2 movie2 tho1 itna1 bhi1 ache1 nahi1 hein1 .. voh1 thoda1 sequel2 se1 baath1 karne1 chahiye1 ki1 kaise1 FB1 is2 society1 ko1 affect2 huva2 hein1 . 
yeah1 , that2 would2 be2 cool2 to2 see2 	haan1 , yeh1 sahi1 baath1 hein1 . 
more2 of2 a2 documentary2 of2 sorts2 . 	Documentary2 of2 sorts2 se1 jyada1 
It2 started2 out2 as2 a2 simple2 chat1 to2 help2 college2 students2 with2 dating2 but2 turned2 into2 something2 much2 bigger2 . 	Ye1 ek1 Simple1 chat1 se2 start2 hua1 jo1 ki1 college2 students2 ki2 dating2 me2 help2 karne1 ke1 liye1 tha1 but1 ye1 kuch1 bahut1 bade1 me1 turn1 ho1 gaya1 
Kind2 of2 a2 dramatized2 documentary2 though2 . 	ek2 Dramatized2 Documentary2 ki2 tarah1 though2 . 
lol1 , right2 ! 	lol1 , right2 ! 
Tell1 me1 about2 the2 movie2 	MOVIE1 KE1 BAARE1 MEIN1 BATAIE1 
I2 have2 never2 seen2 this2 movie2 . 	MAINNE1 YAH1 MOVIE1 KABHEE1 NAHIN1 DEKHEE1 . 
Do1 you1 know1 what2 it2 is2 about2 ? 	KYA1 AAP1 JAANATE1 HAIN1 KI1 YAH1 KIS1 BAARE1 MEIN1 HAI1 ? 
No1 , I1 do2 not2 . I1 knwo1 it1 has2 some2 great2 actors2 in2 it2 like2 Tom2 Hanks2 and2 Meryl2 Streep2 . 	NAHIN1 MAIN1 NAHIN1 . MUJHE1 PATA1 HAI1 KI1 ISAMEN1 KUCHH1 BEHATAREEN1 KALAAKAAR1 HAIN1 JAISE1 TOM1 HAINKS1 AUR1 MERIL1 STREEP2 . 
two2 of2 my2 favorites2 	MERE1 PASANDEEDA1 KE1 DO1 
Mine2 too1 . Have2 you2 seen2 this2 movie2 before2 ? 	MERA1 BHI1 . KYA1 AAPANE1 PAHALE1 YAH1 MOVIE1 DEKHEE1 HAI1 ? 
No1 , not2 yet2 . 	NAHIN1 ABHEE1 TAK1 NAHIN1 । 
Do1 you1 want2 to2 see2 it2 ? 	KYA1 AAP1 ISE1 DEKHANA1 CHAAHATE1 HAIN1 ? 
I2 guess2 it2 woudnt2 be1 a2 bad2 idea2 to2 Google2 the2 movie2 and2 see2 what2 it2 is2 about2 . I2 wouldn't2 mind2 seeing2 it2 sonce2 it2 has2 Tom2 Hanks2 in2 it2 . 	MUJHE1 LAGATA1 HAI1 KI1 YAH1 MOVIE1 KO1 GOOGLAI1 KE1 LIE1 EK1 BURA1 VICHAAR1 NAHIN1 HOGA1 AUR1 DEKHEN1 KI1 YAH1 KIS1 BAARE1 MEIN1 HAI1 . EK1 BAAR1 ISAMEN1 TOM1 HAINKS1 KO1 DEKHAKAR1 MUJHE1 BURA1 NAHIN1 LAGEGA1 . 
He's2 funny2 	VAH1 MAJAAKIYA1 HAI1 
Google2 is2 a2 good2 idea2 . do2 you2 have2 a2 favorite2 movie2 site2 to2 shcek2 ? 	GOOGLE1 EK1 ACHHA1 VICHAR1 HAIN1 
Yeah1 he1 is2 . I1 love2 a2 lot2 of2 his2 movies2 . 	YEAH1 VH1 HAI1 . MAIN1 USKE1 BAHUT1 SARE1 MOVIES1 PASAND1 KARTHA1 HOON1 
Other2 than2 IMDB2 , no2 	IMDB2 KE1 ALAVA1 . NAHI1 
mine2 too2 	MAIN1 BHI1 
We2 should2 check2 it2 out2 then2 . 	HUMKO1 CHECK1 KARNA1 CHAHIYE1 
Yes1 . How2 many2 movies2 do2 you2 watch2 per2 year2 ? 	AAP1 EK1 SAAL1 MEIN1 KITNE1 MOVIE1 DEKHTHE1 HAIN1 
Good2 question2 . A2 lot2 	ACHHI1 SAWAL1 . BAHUT1 SARE1 
what2 is2 your2 favorite2 genre2 ? 	AAP1 KA1 PASANDEEDA1 SHAILEE1 KYA1 HAIN1 ? 
Mine2 is2 thriller2 . I2 live2 Fatal2 Attraction2 	MUJHE1 ROMANCHAKARI1 . mujhe1 Fatal1 Atrraction1 pasand1 hain1 
I1 love2 other2 movies2 like2 that2 too2 ' 	MUJHE1 VAISI1 THRAH1 DOOSARI1 MOVIES1 BHI1 PASAND1 HAIN1 
Basic2 Instinct2 is2 my2 mom's2 fav2 	basic2 Instinct2 meri2 pasandida1 moive1 hai1 
Do1 you2 watch2 a2 lot2 of2 movies2 ? 	kya1 tum1 bahut1 jayada1 movie1 dekhate1 ho1 ? 
Yes1 . About2 2 a2 week2 	haa1 , week1 mei2 do1 baar1 
Love1 the2 old2 ones2 best2 	purani1 bahut1 payari1 hoti1 hai1 
Especially2 80's2 movies2 	Especially2 80's2 films2 
My2 favorite2 genres2 are2 horror2 , romantic2 comedy2 	mere1 pasandida2 genres2 horror2 , romantic2 or2 comedy2 hai1 
do1 you2 like1 jim1 carey2 in2 comedy2 ? 	kya1 tum1 ko1 jim1 carey2 comedy2 mei1 pasand1 hai1 ? 
I1 love1 jim1 carey2 ! 	mujhe1 jim1 carey1 pasand1 hai1 ! 
Funny2 guy2 . Remember2 the2 elevator2 scene2 in2 Liar2 Liar1 ? 	funny2 guy2 . Liar2 liar2 mei2 elevator2 ke2 scene1 ko1 yaad1 karo1 ? 
LOL2 	LOL2 
Lol1 ! Yeah1 ! 	Lol1 ! Haan1 ! 
What2 about2 kid's2 movies2 ? I2 still2 like2 Shrek2 	kid2 movie2 ke1 bare1 mein1 kya1 kahoge1 ? mujhe1 abhi1 bhi1 Shrek1 achi1 lagti1 hai1 
Shrek2 is2 funny2 ! I2 love2 pretty2 much2 all2 kid2 movies2 . 	Shrek2 funny1 hai1 ! mujhe1 laghbhag1 sari1 kid2 movies2 pasand1 hain1 
Me1 too1 . good2 memories2 	Mujhe1 bhi1 , good1 memories2 
I2 haven't2 seen2 a2 lot2 of2 the2 old2 classics2 for2 a2 long2 time2 . 	maine1 purane1 time1 ki1 kafi1 classics1 bohat1 time1 se1 nahi1 dekhi1 
I2 agree2 , good2 memories2 	I2 agree2 , good2 memories2 
They2 are2 worth2 rewatching2 . 	wo2 worth-watching2 hain2 
Have2 you2 seen2 Gaslight2 ? 	kya1 tumne1 Gaslight1 dekhi1 hai1 ? 
Scary2 , good2 movie2 	Scary2 , good2 movie2 hai1 
Yes2 definitely2 	han2 definitely2 
Time2 to2 sign2 out2 . Have2 a2 great2 day2 ! 	sign2 out2 ka1 samay1 ho1 gaya1 . Apak1 day2 great2 ho1 ! 
No1 not2 gaslight2 	na2 gaslight2 nahi1 
Watch2 Gaslight2 ! 	Gaslight2 to1 dekho1 ! 
You1 too1 	you1 bhi1 
I2 will2 ! 	me2 will2 ! 
:)2 	:)2 
Hey1 so1 what1 ’ s2 this2 movie2 called2 	movie1 ka1 naam1 kya1 hai1 
hello1 	hello1 
have2 you2 watch2 home2 alone2 	kya1 tumne1 home1 alone2 dekhi1 hai1 
you2 like2 it2 	tumhe1 achi1 lagi1 
nivce2 movie2 	achi2 movie2 
Director2 : Chris2 Columbus2 	Director2 : Chris2 Columbus2 
action2 movie2 	Action2 film2 
When2 bratty2 8-year-old2 Kevin2 McCallister2 ( Macaulay2 Culkin2 ) acts2 out2 the2 night2 before2 a2 family2 trip2 to2 Paris2 , his2 mother2 ( Catherine2 O'Hara2 ) makes2 him2 sleep2 in2 the2 attic2 . 	Jab1 badmaash1 8 saal1 ke1 Kevin2 McCallister2 ( Macaulay2 Culkin2 ) ne1 Paris1 ke1 liye1 family2 trip2 par1 nikalne1 se1 pichli1 raat1 ko1 shaitaani1 ki1 toh1 uski1 maa2 ( Catherine2 O'Hara2 ) ne1 usse1 attic1 mein1 sone1 ko1 kaha1 
hello1 	Hello1 
r1 u1 here2 ? 	Aap1 yahan1 hai1 ? 
the2 movie2 about2 the2 boy2 	Movie1 ek1 ladke1 ke1 baare1 mein1 hai1 
who2 left2 alone2 	Kuan1 akele1 choot1 gaya1 
in2 a2 homw1 	Ghar1 mein1 
The2 film2 stars2 Macaulay2 Culkin2 as2 Kevin2 McCallister2 , a2 boy2 who2 is2 mistakenly2 left2 behind2 when2 his2 family2 flies2 to2 Paris2 for2 their2 Christmas2 vacation2 . Kevin2 initially2 relishes2 being2 home2 alone2 	Film1 mein2 Macaulay2 Culkin2 hai1 jo1 ki1 Kevin2 McCallister2 je2 roop1 mein1 nazar1 aayenge1 . Woh1 ek1 aisa1 ladka1 hai1 jo1 galti1 se1 ghar1 mein1 akela1 choot1 jaata1 jab1 uska1 saara1 parivaar1 Christmas2 vacation2 ke1 liye1 Paris1 ke1 liye1 nikal1 jaate1 hai1 . Kevin2 ko1 baad1 mein1 akele1 ghar1 mein1 rehna1 accha1 lagne1 lagta1 hai1 
i1 am1 waiting1 	Main1 wait1 kar1 raha1 hoon1 
r1 u1 here2 ? 	Aap1 yahan1 hai1 ? 
hello1 	hello1 
r1 u1 here2 ? 	kya1 tum1 yanha1 ho1 ? 
After2 the2 McCallisters2 mistakenly2 leave2 for2 the2 airport2 without2 Kevin2 , he2 awakens2 to2 an2 empty2 house2 and2 assumes2 his2 wish2 t1 	mistakenly2 McCallisters2 ke2 kevin1 ke1 bina1 airport2 leave1 karne1 ke1 baad1 , wo1 ek2 empty2 house2 me1 jaaga1 aur1 usne1 wo1 maan1 liya1 
After2 the2 McCallisters2 mistakenly2 leave2 for2 the2 airport2 without2 Kevin2 , he2 awakens2 to2 an2 empty2 house2 and2 assumes2 his2 wish2 t1 	mistakenly2 McCallisters2 ke2 kevin1 ke1 bina1 airport2 leave1 karne1 ke1 baad1 , wo1 ek2 empty2 house2 me1 jaaga1 aur1 usne1 wo1 maan1 liya1 
hi1 	hi1 
this2 film2 	ye1 film1 
released2 in2 	released2 hui1 
Initial2 release2 : November2 10, 1990 ( Chicago2 ) 	Initial2 release2 : November2 10, 1990 ( Chicago2 ) 
Featured2 song2 : Somewhere2 in2 My2 Memory2 	Featured2 song2 : meri1 Memory1 me1 kisi1 jagah1 
Music2 composed2 by2 : John2 Williams2 	dwara1 Music2 composed2 : John2 Williams2 
cast2 is2 also2 good2 	cast1 bhi1 achi1 hai1 
hello1 	hello1 
are1 you2 here2 ? 	are1 you2 here2 ? 
hi1 	hi1 
hello1 	hello1 
r1 u1 thre1 	r1 u1 thre1 
r1 u1 there1 ?? 	r1 u1 there1 ?? 
hello1 ??? 	hello1 ??? 
hello1 	hello1 
have2 you2 watch2 	kya1 tumne1 dekhi1 hai1 ? 
movie2 	movie2 
home2 alone2 	home2 alone2 
i1 am1 waiting1 so2 long2 	main1 bohat1 long2 se2 wait1 kar1 raha1 hun1 
hello1 	hello1 
how2 you2 doing2 ? 	kaise1 ho1 tum1 ? 
hello1 	hello1 
r1 u1 there1 	r1 u1 there1 
waiting2 ?? 	waiting2 ?? 
so2 long2 	so2 long2 
hello1 	hello1 
r1 u1 there1 	aap1 waha1 ho1 
movie2 	movie2 
home2 alone2 	home2 alone2 
Hello1 ! 	hello1 ! kya1 hal1 he1 
What2 do2 you2 like2 the2 most2 about2 this2 movie2 ? 	is2 movie1 ke1 bare1 me1 tum1 most1 kya1 like1 karte1 ho1 ? 
I2 really2 enjoyed2 the2 music2 from2 this2 film2 ! What2 was2 your2 favorite2 thing2 about2 Frozen2 ? 	is2 film1 ka1 music2 mene2 really2 enjoy2 kiya2 ! Frozen2 ke2 bare1 me1 tumhari1 sabse1 favorite1 thing1 kya1 thi1 ? 
The2 songs2 	The2 songs2 , iske1 gane1 
My2 kids2 love2 it2 	mere1 kids1 ko1 ye1 pasand1 he1 
I2 also2 like2 that2 it2 was2 inspired2 by2 an2 existing2 fairy2 tale1 . 	mujhe1 ye1 bhi1 bahut1 accha1 laga1 ki1 ye1 ek2 existing2 fairy2 tale1 se2 inspired2 he2 . 
The2 animation2 was2 excellent2 and2 amazing2 ! 	voh1 Animation2 excellent2 aur2 amazing2 thi1 ! 
Yeah1 , the2 animation2 and2 the2 plot2 is2 amazing2 	han1 , iski1 animation2 aur2 plot2 vismaykari1 the1 
What2 is2 your2 favorite1 chARACTER1 ? 	tumhara1 favorite1 chARACTER1 kon1 sa1 he1 ? 
* CHARACTER1 	* CHARACTER1 , CHARITRA1 
Mine2 is2 Anna2 	maine1 hi1 anna1 
Anna2 . I'm2 a2 fan2 of2 Kristen2 Bell's2 other2 work2 as2 well2 . 	anna1 . maine1 kristen1 bell1 ko1 fan1 hai1 dhusri1 kam1 bhe1 tho1 
I1 love2 her2 voice2 ! 	humko1 oosi1 voice1 ko1 pyar1 hai1 
I2 like2 that2 Anna2 was2 fearless2 , and2 didn't2 act2 like2 your2 typical2 Disney2 princess2 . 	hum1 anna1 ko1 nidar1 pasand1 hai1 phir1 hum1 disney1 princess1 kaary1 na1 karthey1 
That's2 right2 ... she's2 extroverted2 and2 fun2 ! 	bhohut1 accha1 ... oosi1 bahirmukhee1 phir1 aanand1 hey1 
The2 first2 part2 of2 the2 movie2 , explaining2 how2 the2 sisters2 were2 orphaned2 , and2 how2 their2 circumstances2 drove2 them2 apart2 was2 tragic2 , but2 I2 do2 like2 how2 everything2 wrapped2 up2 in2 the2 end2 . 	pratham1 ansh1 ka1 chalachitr1 , samajhaana1 bahanon1 ko1 kaise1 anaath1 the1 , aur1 kaise1 unake1 haalaat1 unhen1 alag1 kar1 diya1 dukhad1 tha1 , lekin1 mujhe1 pasand1 hai1 kaise1 sab1 kuchh1 ant1 mein1 lapeta1 hua1 
It's2 hard2 to2 believe2 this2 is2 Disney's2 53rd2 animated2 feature2 film2 ! I'd2 find2 it2 difficult2 to2 even2 name2 that2 many2 Disney2 animated2 features2 ! 	aaeetee1 is1 kathin1 tho1 maanana1 is2 disney's2 kho2 53rd2 enimeted2 film2 hai1 ! Ham1 ko1 bhohut1 kathin1 tha1 naam1 pehachaney1 phur1 oosi1 disney1 enimeted1 kadha1 phathar1 kho1 
Yeah1 , the2 ending2 has2 a2 very2 special2 meaning2 	accha1 , samaapt1 ki1 vishesh1 arth1 hai1 
Do1 you2 have2 any2 other2 favorite2 film2 ? 	apke1 pas1 khoie1 pasand2 film1 hai1 
from2 Disney2 	disney1 phar1 
A2 few2 , but2 I2 thought2 for2 purposes2 of2 this2 exercise2 , we2 must2 confine2 our2 conversation2 to2 the2 information2 in2 the2 document2 ? 	kuchh1 , lekin1 mainne1 is1 abhyaas1 ke1 uddeshyon1 ke1 lie1 socha1 , hamen1 apanee1 baatacheet1 ko1 dastaavez1 mein1 dee1 gaee1 jaanakaaree1 tak1 hee1 seemit1 rakhana1 chaahie1 ? 
That's2 correct2 	yah1 sahee1 hai1 
What2 is2 your2 rating2 for2 Frozen2 ? 	phrojan1 ke1 lie1 aapakee1 reting1 kya1 hai1 ? 
The2 document2 is2 growing2 , and2 additional2 detailed2 information2 about2 scenes2 from2 the2 movie2 were2 just2 added2 . I'm2 reminded2 of2 the2 scene2 where2 Elsa2 builds2 her2 ice2 palace2 . It2 was2 an2 impressive2 bit2 of2 computer2 generated2 animation2 . 	dastaavez1 badh1 raha1 hai1 , aur1 philm1 ke1 drshyon1 ke1 baare1 mein1 atirikt1 vistrt1 jaanakaaree1 bas1 jod1 dee1 gaee1 . mujhe1 us1 drshy1 kee1 yaad1 aa1 rahee1 hai1 jahaan1 elsa1 apane1 barph1 ke1 mahal1 ka1 nirmaan1 karatee1 hai1 . yah1 kampyootar1 dvaara1 utpann1 eneemeshan1 ka1 ek1 prabhaavashaalee1 sa1 tha1 . 
I2 would2 rate2 Frozen2 as2 an2 80%, or2 8 out2 of2 10. 	main2 frozain02 %, ya2 ratai1 mein1 se1 ratai1 ke1 roop1 mein1 phrojan1 ret1 karoonga1 . 
Yeah1 , the2 animation2 was2 outstanding2 	haan1 , eneemeshan1 bakaaya1 tha1 
My2 favorite2 scene2 is2 when2 Anna2 gets2 hitby2 Elsa2 at2 the2 very2 beginning2 . 	mera1 pasandeeda1 drshy1 tab1 hai1 jab1 shuruaat1 mein1 hee1 ena1 ne1 elsa1 ko1 hit1 kar1 diya1 . 
The2 Duke2 of2 Weselton2 has2 a2 name2 that2 looks2 suspiciously2 like2 the2 term2 weasel2 ! 	dyook2 oph1 vesalatan1 ka1 ek1 naam1 hai1 jo1 spasht2 roop2 se1 vaisal1 shabd1 kee1 tarah1 dikhata1 hai1 ! 
I2 like2 all2 the2 scenes2 with2 musical2 numbers2 in2 them2 . 	mujhe1 unamen1 myoozikal2 nambar1 vaale1 sabhee1 seen1 pasand1 hain1 . 
What2 did2 you2 like2 the2 least2 about2 the2 film2 ? 	philm1 ke1 baare1 mein1 aapako1 kya1 pasand1 aaya1 ? 
I2 did2 not2 like2 that2 the2 parents2 died2 	mujhe1 yah1 pasand1 nahin1 tha1 ki1 maata-pita1 mar1 gae1 
did2 you1 know2 that2 there2 is2 a2 scene2 where2 rapunzel2 appears2 in2 Frozen2 ? 	kya1 aap1 jaanate1 hain1 ki1 vahaan1 ek1 drshy1 hai1 jahaan1 raipanzel2 jame1 hue1 dikhaee1 deta1 hai1 ? 
The2 parents2 dying2 was2 sad2 and2 unexpected2 , and2 a2 dramatic2 way2 to2 start2 the2 film2 	marane1 vaale1 maata-pita1 udaas1 aur1 apratyaashit1 the1 , aur1 philm1 shuroo1 karane1 ka1 ek1 naatakeey1 tareeka1 
I2 did2 not2 know2 that2 Rapunzel2 appeared2 in2 Frozen2 . 	mujhe1 nahin1 pata1 tha1 ki2 raipanzel2 phrojan1 mein1 dikhaee1 die1 . 
Yeah1 , very2 briefly2 	haan1 , bahut1 sankshep1 mein1 
I2 have2 to2 agree2 it's2 the2 best2 Disney2 animated2 film2 in2 quite2 a2 few2 years2 ... since2 the2 Lion2 King2 . 	loyan2 king1 ke1 baad1 se1 mujhe1 sahamat1 hona1 padega1 ki1 yah1 kuchh1 saalon1 mein1 sabase1 behatareen1 dijnee2 enimeted2 philm2 hai1 . 
Yeah1 , the1 best2 film2 in2 modern2 animation2 . 	haan1 , aadhunik1 eneemeshan1 mein1 sabase1 achchhee1 philm1 . 
Hello1 how1 are1 you1 ? How2 did2 you2 like2 the2 movie2 Iron2 Man2 ? 	hello1 , kaise1 ho1 aap1 ? kya1 aapko1 Iron1 man2 movie2 pasand1 hein1 ? 
I2 havent2 watched2 that2 movie2 . 	mein1 ab1 tak1 nahi1 dekha1 hoon1 . 
Have2 you2 ? 	aap1 ? 
Well2 I2 think2 Robert2 Downey2 Jr2 . did2 a2 great2 job2 ! 	haan1 Robert2 downey2 tho1 ache1 job1 karte1 
I'd2 say2 it2 was2 one2 of2 the2 best2 super2 hero2 films2 	muje1 tho1 yeh1 superhero2 films2 me2 se1 yek1 lag1 raha1 hei1 
hello1 	hello1 
Hello1 	hello1 
The2 movie2 you2 should2 see2 is2 Zootopia2 	Movie2 jo1 tumko1 dekni1 hai1 woh1 hai1 Zootopia2 
What2 is2 zootopia2 about2 ? 	Kis1 ke1 baare1 mein1 hai1 Zootopia2 
Its2 about2 an2 optimistic2 rabbit2 that2 joins2 the2 Zootopia2 Police2 Department2 . While2 out2 she2 runs2 into2 a2 red2 fox2 that2 is2 also2 a2 small2 time2 con2 artist2 played2 by2 Jason2 Bateman2 . The2 movie2 follows2 their2 adventure2 Zootopia2 . 	Yeh1 ek2 Optimistic2 Rabbit2 ke1 baar1 mein1 hai1 Zootopia2 Police2 Department2 join2 karta1 hai1 . jobki1 woh1 ek1 red2 fox2 chalati1 hai1 aur1 woh1 ek1 small1 time2 con2 artist1 bhi1 hai1 jisko1 Jason1 Bateman2 ne1 play1 kiya1 hai1 . Movie1 uske1 Zootopia2 adventure2 ko2 follow1 karti1 hai1 
that2 sounds2 really2 interesting2 . How2 does2 the2 movie2 end2 ? 	yeh1 sunne1 mein1 toh1 bhaut1 interesting2 hai1 . Movie1 ka1 end1 kaisa1 hai1 
would2 you2 watch2 it2 again2 ? 	Kya1 tum1 dubara1 dekhoge1 ? 
I2 would2 watch2 it2 again2 . I2 saw2 it2 in2 theaters2 so2 I2 am1 not2 positive2 on2 how2 it2 ends2 but2 i1 know1 that2 it2 ends2 with2 the2 Rabbit2 officer2 proving2 that2 she2 may2 be2 small2 but2 she2 wont2 be2 intimidated2 and2 will2 do2 her2 job2 to2 the2 best2 of2 her2 abilities2 . 	Han1 main1 dubara1 dekhunga1 . Maine1 ye1 theater1 mein1 dekhi1 thi1 so1 main1 sahi1 se1 nhi1 bta1 skta2 ki1 ye1 end1 kaise1 hui1 but1 mujhe1 ye1 pta1 hai1 ki1 ye1 rabbit2 officer2 ke1 saath1 end1 hui1 thi1 jo1 ye1 saabit1 krta1 hai1 ki1 wo1 chhoti1 ho1 skti1 hai1 par1 dari1 hui1 nhi1 ho1 skti2 or1 apni1 ability1 ke2 according2 kam1 karegi1 . 
she2 sounds2 like2 a2 great2 officer2 . 	Wo1 ek1 mahan1 officer2 ki1 tarah1 sound1 krti1 hai1 . 
She2 was2 quite2 inspiring2 . 	Wo1 kafi1 inspire1 karti1 hai1 
who2 plays2 all2 the2 voices2 in2 the2 movie2 ? 	Film1 mein1 saari1 awaazein1 kisne1 di1 hai1 ? 
Ginnifer2 Goodwin2 is2 Officer2 Judy2 Hopps2 , Jason2 Bateman2 plays2 Nick2 Wilde2 , Idris2 Elba2 is2 Chief2 Bogo2 , and2 Jenny2 Slate2 is2 Dawn2 Bellwether2 . 	Officer2 Judy2 Hopps2 ki2 Ginnifer2 Goodwin2 ne2 , Nick2 Wilde2 ki1 Jason1 Bateman2 ne2 , Chief2 Bogo2 ki1 Idris2 Elba2 ne2 or2 Dawn2 Bellwether2 ki1 Jenny2 Slate2 ne1 awaaz1 di1 hai1 . 
those2 are2 all2 great2 voices2 . Do1 you2 think2 this2 movie2 is2 okay2 for2 kids2 ? 	Yeh1 sabhi1 awaazein1 bahut1 mahaan1 hai1 . Kya1 tujhe1 lagta1 hai1 ki1 ye1 fim1 bachon1 ke1 liye1 sahi1 hai1 ? 
I2 think2 it2 is2 a2 great2 movie2 for2 kids2 and2 adults2 alike2 . 	Mujhe1 lagta1 hai1 ki1 yeh1 movie2 bachon2 or2 adults2 dono2 ke1 liye1 achhi1 hai1 . 
would2 you2 consider2 it2 to2 be2 a2 comedy2 ? 	Kya1 tum1 ise1 comedy1 ki1 samjh1 skte1 ho1 ? 
Yes1 . 	Han1 . 
would2 you2 recommend2 it2 to2 your2 best2 friend2 ? 	Kya1 tum1 recommend2 it2 to2 your2 best2 friend2 ? 
Yes1 . 	Haan1 yes1 
do1 you2 think2 that2 they2 will2 make2 a2 second2 movie2 of2 this2 ? 	Kya1 tumhe1 lagta1 hain1 ki1 they2 will2 make2 a2 second2 movie2 of2 this2 ? 
There2 is2 some2 potential2 for2 a2 second2 movie2 . But1 I2 am1 not2 sure2 what2 they2 would2 use2 for2 a2 premise2 . 	There2 is2 some2 potential2 for2 a2 second2 movie2 . Par1 I1 am1 not2 sure2 iski1 prishthbhumi1 ke1 liye1 what1 they2 would2 use2 . 
thats2 very2 true2 , a2 sequal2 is2 easier2 said2 than2 done2 . 	Ekdum1 sahi1 , a2 sequal2 is2 easier2 said2 than2 done2 . 
They2 cannot2 try2 to2 use2 the2 little2 guy2 beats2 the2 big2 guy2 in2 the2 next2 one2 since2 the2 officer2 proved2 her2 self2 already2 . 	Woh1 cannot2 try2 to2 use2 the2 little2 guy2 beats2 the2 big2 guy2 in2 the2 next2 one1 kyunki1 officer2 proved2 her2 self2 already2 . 
maybe2 a2 little2 guy2 can2 beat2 the2 officer2 	Ho1 sakta1 hai1 ki1 little2 guy2 beat2 the2 officer2 
like2 the2 rocket2 snail2 	Rocket2 snail2 ki1 tarah1 . 
That2 could2 be2 true2 , but2 do2 we2 want2 to2 see2 a2 movie2 where2 the2 bad2 guy2 wins2 ? 	Woh1 sahi1 ho1 sakta1 hai1 , but1 kya1 hum1 want1 to2 see2 a2 movie2 where2 the2 bad2 guy2 wins2 ? 
true2 but2 than2 they2 could2 make2 a2 third2 movie2 where2 the2 officer2 learns2 how2 to2 defeat2 the2 guy2 eventually2 . 	Sahi1 hai1 but1 than2 they2 could2 make2 a2 third2 movie2 jahan1 officer2 learns2 bure2 logo1 ko1 kaisse2 defeat2 kare1 .. 
I1 see2 your2 point2 . I2 fear2 that2 you2 may2 dissuade2 people2 from2 watching2 a2 third2 movie2 if2 they2 were2 put2 off2 from2 seeing2 the2 villain2 win2 in2 the2 second2 movie2 . 	I1 see2 your2 point2 . Lekin1 kujhe1 darr1 hai1 ki1 you1 may2 dissuade2 people2 from2 watching2 a2 third2 movie2 agar1 unko1 second2 movie2 mein2 villian2 ka1 jeetna1 pasand1 nahi1 aaya1 . 
It2 does2 open2 up2 the2 plot2 to2 a2 third2 movie2 but2 would2 rather2 see2 a2 cliffhanger2 than2 the2 enemy2 win2 . 	Ye2 third2 movie2 ke1 liye1 plot2 open1 karta1 to1 hai1 lekin1 would2 rather2 see2 a2 cliffhanger2 than2 the2 enemy2 win2 . 
thats2 true2 ! no2 one2 at2 the2 end2 of2 the2 day2 wants2 to2 see2 the2 enemy2 win2 . 	ye1 sach1 hai1 ! at2 the2 end2 of2 the2 day1 koi1 dushman1 ko1 jeette1 hue1 nahi1 dekhna1 chahta1 . 
Do1 you2 think2 there2 was2 a2 hidden2 message2 in2 the2 movie2 ? 	Tumhe1 lagta1 hai1 ki1 movie2 mein1 koi1 hidden2 message2 hai1 . 
I2 think2 the2 message2 was2 to2 be2 patient2 and2 not2 judge2 people2 or2 in2 the2 movies2 case2 animals2 based2 on2 the2 stereotypes2 that2 you2 have2 gathered2 . 	Mere1 vichar1 se1 message2 tha2 patience1 rakhne1 ka1 aur1 logon1 ko1 ya1 is2 movie1 ke1 case1 mein2 animals2 ko1 judge1 nahi1 karne1 ka1 based2 on2 your2 stereotypes2 . 
Hello1 ! Have1 you2 seen2 the2 movie2 La2 La1 Land1 ? 	aap1 kese1 ho1 ! kya1 tumne1 La1 La1 land2 movie2 dekhi1 ? 
No1 I2 haven't2 . 	No1 , maine1 nahi1 dekhi1 . 
What2 is2 it2 about2 ? 	yah1 kis1 baare1 mein1 hai1 ? 
It's1 really1 good1 ! It's2 a2 musical2 / romantic2 comedy2 about2 two2 people2 who2 fall2 in2 love2 in2 Hollywood2 . 	ye1 sachamuch1 achchha1 hai1 ! yah1 do1 logon1 ke1 baare1 mein1 ek1 sangeetamay1 / romaantik1 komedee1 hai1 jo1 holeevud1 mein1 pyaar1 karate1 hain1 . 
Who2 are2 the2 main2 actors2 ? 	mukhy1 abhineta1 kaun1 hain1 ? 
Ryan2 Gosling2 and2 Emma2 Stone2 are2 the2 two2 main2 characters2 . 	rayaan1 gosaling2 aur1 emma1 ston1 do1 mukhy1 paatr1 hain1 . 
Are1 they2 the2 characters2 that2 fall2 in2 love2 ? 	kya1 ve1 paatr1 hain1 jo1 pyaar1 mein1 pad1 jaate1 hain1 ? 
